DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	11p14.1	11	27706992	BDNF	AC103796.1, BDNF			ENSG00000255496, ENSG00000176697			rs2030323-C	rs2030323	0	2030323	intron_variant	0	0.79	5E-17	16.301029995664	(Overweight)	1.07	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	1p31.1	1	72299433	NEGR1	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000227207		16894	2039	rs2568958-A	rs2568958	0	2568958	intergenic_variant	1	0.61	4E-16	15.397940008672	(Overweight)	1.06	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	6p12.3	6	50830813	TFAP2B	TFAP2B			ENSG00000008196			rs2206277-T	rs2206277	0	2206277	intron_variant	0	0.18	7E-16	15.1549019599857	(Overweight)	1.07	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	3q27.2	3	186116710	ETV5	DGKG			ENSG00000058866			rs9816226-T	rs9816226	0	9816226	intron_variant	0	0.82	2E-14	13.698970004336	(Overweight)	1.07	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	2p23.3	2	24927427	ADCY3, POMC	ADCY3 - DNAJC27	ENSG00000138031	ENSG00000115137		7588	16209	rs10182181-G	rs10182181	0	10182181	intergenic_variant	1	0.46	3E-14	13.5228787452803	(Overweight)	1.05	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	16p12.3	16	19923751	GPRC5B	GPRC5B - GPR139	ENSG00000167191	ENSG00000180269		37584	107734	rs12446554-G	rs12446554	0	12446554	intergenic_variant	1	0.86	4E-12	11.397940008672	(Overweight)	1.07	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	16p11.2	16	28871920	SH2B1	SH2B1			ENSG00000178188			rs7498665-G	rs7498665	0	7498665	missense_variant	0	0.4	5E-12	11.301029995664	(Overweight)	1.05	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	15q23	15	67750719	MAP2K5	MAP2K5			ENSG00000137764			rs8028313-C	rs8028313	0	8028313	intron_variant	0	0.79	1E-11	11	(Overweight)	1.06	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	3p12.1	3	85835000	CADM2	CADM2			ENSG00000175161			rs13078807-G	rs13078807	0	13078807	intron_variant	0	0.2	3E-11	10.5228787452803	(Overweight)	1.06	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	12q13.12	12	49832684	LOC144233	BCDIN3D-AS1			ENSG00000258057			rs10875976-A	rs10875976	0	10875976	intron_variant	0	0.49	2E-10	9.69897000433602	(Overweight)	1.04	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	2p16.1	2	58606358	FANCL	LINC01122			ENSG00000233723			rs6731302-A	rs6731302	0	6731302	intron_variant	0	0.44	2E-09	8.69897000433602	(Overweight)	1.04	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	14q31.1	14	79437033	NRXN3	NRXN3			ENSG00000021645			rs2370983-A	rs2370983	0	2370983	intron_variant	0	0.62	3E-09	8.52287874528034	(Overweight)	1.04	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	1p31.1	1	74527379	TNNI3K	TNNI3K, FPGT-TNNI3K			ENSG00000116783, ENSG00000259030			rs1514174-C	rs1514174	0	1514174	intron_variant	0	0.44	1E-08	8	(Overweight)	1.04	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	5q13.3	5	75719417	C5orf37	POC5 - SLC25A5P9	ENSG00000152359	ENSG00000251078		1936	33153	rs2112347-T	rs2112347	0	2112347	intergenic_variant	1	0.63	1E-08	8	(Overweight)	1.04	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
2013-09-12	23535729	Michailidou K	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	2q31.1	2	173348166	CDCA7	AC092573.2			ENSG00000236391			rs1550623-A	rs1550623	0	1550623	intron_variant	0	0.84	3E-08	7.52287874528034		1.06	[1.03-1.09]	Affymetrix, Illumina [~ 2600000] (imputed)	N
2013-09-12	23535729	Michailidou K	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	5q11.2	5	59041654	PDE4D	PDE4D, AC092343.1			ENSG00000113448, ENSG00000247345			rs1353747-T	rs1353747	0	1353747	intron_variant	0	0.905	3E-08	7.52287874528034		1.09	[1.05-1.12]	Affymetrix, Illumina [~ 2600000] (imputed)	N
2013-09-12	23535729	Michailidou K	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	8q21.13	8	75505702	HNF4G	HNF4G			ENSG00000164749			rs2943559-G	rs2943559	0	2943559	intron_variant	0	0.07	6E-15	14.2218487496164		1.13	[1.09-1.17	Affymetrix, Illumina [~ 2600000] (imputed)	N
2013-09-12	23535729	Michailidou K	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	10p12.31	10	22026914	DNAJC1	DNAJC1 - ADIPOR1P1	ENSG00000136770	ENSG00000232497		23145	136078	rs11814448-C	rs11814448	0	11814448	intergenic_variant	1	0.02	9E-16	15.0457574905607		1.26	[1.18-1.35]	Affymetrix, Illumina [~ 2600000] (imputed)	N
2013-09-12	23535729	Michailidou K	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	18q11.2	18	26990703	CHST9	CHST9, AQP4-AS1			ENSG00000154080, ENSG00000260372			rs1436904-T	rs1436904	0	1436904	intron_variant	0	0.6	3E-08	7.52287874528034		1.04	[1.02-1.06]	Affymetrix, Illumina [~ 2600000] (imputed)	N
2014-01-22	23872634	Bezzina CR	2013-07-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23872634	Common variants at SCN5A-SCN10A and HEY2 are associated with Brugada syndrome, a rare disease with high risk of sudden cardiac death.	Brugada syndrome	312 European ancestry cases, 1,115 European ancestry controls	594 European ancestry cases, 806 European ancestry controls, 208 Japanese ancestry cases, 1,1016 Japanese controls	3p22.2	3	38592432	SCN5A	SCN5A			ENSG00000183873			rs11708996-C	rs11708996	0	11708996	intron_variant	0	0.15	1E-14	14		1.73	[1.51-1.99]	Affymetrix [360149]	N
2014-01-22	23872634	Bezzina CR	2013-07-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23872634	Common variants at SCN5A-SCN10A and HEY2 are associated with Brugada syndrome, a rare disease with high risk of sudden cardiac death.	Brugada syndrome	312 European ancestry cases, 1,115 European ancestry controls	594 European ancestry cases, 806 European ancestry controls, 208 Japanese ancestry cases, 1,1016 Japanese controls	3p22.2	3	38736063	SCN10A	SCN10A			ENSG00000185313			rs10428132-T	rs10428132	0	10428132	intron_variant	0	0.41	1E-68	68		2.55	[2.30-2.84]	Affymetrix [360149]	N
2014-01-22	23872634	Bezzina CR	2013-07-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23872634	Common variants at SCN5A-SCN10A and HEY2 are associated with Brugada syndrome, a rare disease with high risk of sudden cardiac death.	Brugada syndrome	312 European ancestry cases, 1,115 European ancestry controls	594 European ancestry cases, 806 European ancestry controls, 208 Japanese ancestry cases, 1,1016 Japanese controls	6q22.31	6	125769231	NCOA7, HEY2	HEY2 - NCOA7	ENSG00000135547	ENSG00000111912		7962	11930	rs9388451-C	rs9388451	0	9388451	regulatory_region_variant	1	0.5	5E-17	16.301029995664		1.58	[1.42-1.75]	Affymetrix [360149]	N
2013-09-27	23666238	Kou I	2013-05-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23666238	Genetic variants in GPR126 are associated with adolescent idiopathic scoliosis.	Scoliosis	1,033 Japanese ancestry cases, 1,473 Japanese ancestry controls	1,529 East Asian ancestry cases, 25,675 East Asian ancestry controls, 447 European ancestry cases, 737 European ancestry controls	6q24.2	6	142358435	GPR126	ADGRG6			ENSG00000112414			rs6570507-?	rs6570507	0	6570507	intron_variant	0	0.43	4E-12	11.397940008672	(East Asian)	1.26	[1.18-1.35]	Illumina [465762]	N
